newspaper,league,date,url
The evening times. [volume],players league,1912-12-24,https://chroniclingamerica.loc.gov/lccn/sn85042373/1912-12-24/ed-1/seq-3.pdf
Rock Island Argus.,players league,1916-08-15,https://chroniclingamerica.loc.gov/lccn/sn92053934/1916-08-15/ed-1/seq-10.pdf
Rock Island Argus.,players league,1915-02-08,https://chroniclingamerica.loc.gov/lccn/sn92053934/1915-02-08/ed-1/seq-10.pdf
El Paso herald.,players league,1917-12-22,https://chroniclingamerica.loc.gov/lccn/sn88084272/1917-12-22/ed-1/seq-11.pdf
The Bridgeport evening farmer. [volume],players league,1916-10-05,https://chroniclingamerica.loc.gov/lccn/sn84022472/1916-10-05/ed-1/seq-10.pdf
The Bridgeport evening farmer. [volume],players league,1915-09-24,https://chroniclingamerica.loc.gov/lccn/sn84022472/1915-09-24/ed-1/seq-22.pdf
The sun. [volume],players league,1911-05-12,https://chroniclingamerica.loc.gov/lccn/sn83030272/1911-05-12/ed-1/seq-12.pdf
The comet.,players league,1905-02-09,https://chroniclingamerica.loc.gov/lccn/sn89058128/1905-02-09/ed-1/seq-1.pdf
Aberdeen herald. [volume],players league,1892-11-24,https://chroniclingamerica.loc.gov/lccn/sn87093220/1892-11-24/ed-1/seq-1.pdf
The Detroit times. [volume],players league,1911-01-31,https://chroniclingamerica.loc.gov/lccn/sn83016689/1911-01-31/ed-1/seq-6.pdf
The Detroit times. [volume],players league,1911-01-30,https://chroniclingamerica.loc.gov/lccn/sn83016689/1911-01-30/ed-2/seq-6.pdf
The Detroit times. [volume],players league,1910-11-26,https://chroniclingamerica.loc.gov/lccn/sn83016689/1910-11-26/ed-1/seq-6.pdf
The Bolivar County Democrat.,players league,1916-02-26,https://chroniclingamerica.loc.gov/lccn/sn87065645/1916-02-26/ed-1/seq-3.pdf
The Fargo forum and daily republican. [volume],players league,1914-10-30,https://chroniclingamerica.loc.gov/lccn/sn85042224/1914-10-30/ed-1/seq-3.pdf
The Waterbury Democrat. [volume],players league,1943-05-25,https://chroniclingamerica.loc.gov/lccn/sn82014085/1943-05-25/ed-1/seq-15.pdf
The Richmond Virginian.,players league,1919-09-12,https://chroniclingamerica.loc.gov/lccn/sn90052005/1919-09-12/ed-1/seq-5.pdf
The Montgomery advertiser. [volume],players league,1915-01-15,https://chroniclingamerica.loc.gov/lccn/sn84020645/1915-01-15/ed-1/seq-10.pdf
Atlanta Georgian. [volume],players league,1914-01-25,https://chroniclingamerica.loc.gov/lccn/sn89053729/1914-01-25/ed-1/seq-8.pdf
Pittsburg dispatch. [volume],players league,1891-02-01,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-02-01/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1891-02-15,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-02-15/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-04-26,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-04-26/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-11-15,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-11-15/ed-1/seq-6.pdf
Los Angeles herald. [microfilm reel],players league,1909-12-23,https://chroniclingamerica.loc.gov/lccn/sn85042462/1909-12-23/ed-1/seq-12.pdf
The Richmond palladium and sun-telegram. [volume],players league,1922-08-15,https://chroniclingamerica.loc.gov/lccn/sn86058226/1922-08-15/ed-1/seq-9.pdf
The Washington herald. [volume],players league,1915-01-07,https://chroniclingamerica.loc.gov/lccn/sn83045433/1915-01-07/ed-1/seq-8.pdf
The Seattle post-intelligencer. [volume],players league,1890-12-15,https://chroniclingamerica.loc.gov/lccn/sn83045604/1890-12-15/ed-1/seq-3.pdf
The Montgomery advertiser. [volume],players league,1913-12-22,https://chroniclingamerica.loc.gov/lccn/sn84020645/1913-12-22/ed-1/seq-7.pdf
Pittsburg dispatch. [volume],players league,1890-05-04,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-05-04/ed-1/seq-7.pdf
Waterbury evening Democrat. [volume],players league,1890-09-13,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-09-13/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-04-17,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-04-17/ed-1/seq-1.pdf
The Daily Missoulian. [volume],players league,1914-11-01,https://chroniclingamerica.loc.gov/lccn/sn83025316/1914-11-01/ed-1/seq-6.pdf
Waterbury evening Democrat. [volume],players league,1890-09-16,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-09-16/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1890-07-19,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-07-19/ed-1/seq-1.pdf
Waterbury evening Democrat. [volume],players league,1889-12-07,https://chroniclingamerica.loc.gov/lccn/sn94053256/1889-12-07/ed-1/seq-1.pdf
Fisherman & farmer. [volume],players league,1890-04-11,https://chroniclingamerica.loc.gov/lccn/sn91068084/1890-04-11/ed-1/seq-2.pdf
Daily Yellowstone journal. [volume],players league,1890-02-09,https://chroniclingamerica.loc.gov/lccn/sn86075021/1890-02-09/ed-1/seq-4.pdf
Daily Yellowstone journal. [volume],players league,1890-10-12,https://chroniclingamerica.loc.gov/lccn/sn86075021/1890-10-12/ed-1/seq-4.pdf
The Salt Lake herald. [volume],players league,1890-07-19,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-07-19/ed-1/seq-6.pdf
The Wilmington daily Republican.,players league,1894-09-01,https://chroniclingamerica.loc.gov/lccn/sn88053055/1894-09-01/ed-1/seq-1.pdf
Jamestown weekly alert. [volume],players league,1922-06-22,https://chroniclingamerica.loc.gov/lccn/sn85042405/1922-06-22/ed-1/seq-3.pdf
The San Francisco call. [volume],players league,1913-10-15,https://chroniclingamerica.loc.gov/lccn/sn85066387/1913-10-15/ed-1/seq-16.pdf
The Bridgeport evening farmer. [volume],players league,1915-09-02,https://chroniclingamerica.loc.gov/lccn/sn84022472/1915-09-02/ed-1/seq-12.pdf
The Abbeville press and banner. [volume],players league,1912-06-19,https://chroniclingamerica.loc.gov/lccn/sn84026853/1912-06-19/ed-1/seq-2.pdf
The Sedalia weekly bazoo. [volume],players league,1890-06-10,https://chroniclingamerica.loc.gov/lccn/sn90061066/1890-06-10/ed-1/seq-5.pdf
Los Angeles herald. [volume],players league,1890-10-23,https://chroniclingamerica.loc.gov/lccn/sn84025968/1890-10-23/ed-1/seq-1.pdf
Los Angeles herald. [volume],players league,1890-06-01,https://chroniclingamerica.loc.gov/lccn/sn84025968/1890-06-01/ed-1/seq-1.pdf
The Jersey City news.,players league,1890-06-10,https://chroniclingamerica.loc.gov/lccn/sn87068097/1890-06-10/ed-1/seq-3.pdf
The Eureka sentinel. [volume],players league,1915-02-06,https://chroniclingamerica.loc.gov/lccn/sn86076201/1915-02-06/ed-1/seq-6.pdf
Newark evening star and Newark advertiser. [volume],players league,1914-10-24,https://chroniclingamerica.loc.gov/lccn/sn91064011/1914-10-24/ed-1/seq-18.pdf
The Mobridge news. [volume],players league,1916-08-24,https://chroniclingamerica.loc.gov/lccn/sn98069043/1916-08-24/ed-1/seq-6.pdf
The Cheyenne daily leader. [volume],players league,1890-08-26,https://chroniclingamerica.loc.gov/lccn/sn86072173/1890-08-26/ed-1/seq-4.pdf
The Cheyenne daily leader. [volume],players league,1890-07-06,https://chroniclingamerica.loc.gov/lccn/sn86072173/1890-07-06/ed-1/seq-2.pdf
The Richmond Virginian.,players league,1914-10-21,https://chroniclingamerica.loc.gov/lccn/sn90052005/1914-10-21/ed-1/seq-5.pdf
Daily Kennebec journal. [microfilm reel],players league,1915-02-02,https://chroniclingamerica.loc.gov/lccn/sn82014248/1915-02-02/ed-1/seq-10.pdf
The Washington times. [volume],players league,1938-09-22,https://chroniclingamerica.loc.gov/lccn/sn84026749/1938-09-22/ed-1/seq-30.pdf
The Montgomery advertiser. [volume],players league,1918-01-30,https://chroniclingamerica.loc.gov/lccn/sn84020645/1918-01-30/ed-1/seq-9.pdf
The Milwaukee leader. [volume],players league,1914-11-19,https://chroniclingamerica.loc.gov/lccn/sn83045293/1914-11-19/ed-1/seq-9.pdf
The Montgomery advertiser. [volume],players league,1915-03-02,https://chroniclingamerica.loc.gov/lccn/sn84020645/1915-03-02/ed-1/seq-8.pdf
Narragansett herald.,players league,1890-04-26,https://chroniclingamerica.loc.gov/lccn/sn92063989/1890-04-26/ed-1/seq-5.pdf
Waterbury evening Democrat. [volume],players league,1890-09-12,https://chroniclingamerica.loc.gov/lccn/sn94053256/1890-09-12/ed-1/seq-1.pdf
Evening public ledger. [volume],players league,1914-10-12,https://chroniclingamerica.loc.gov/lccn/sn83045211/1914-10-12/ed-1/seq-13.pdf
Pittsburg dispatch. [volume],players league,1890-03-22,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-03-22/ed-1/seq-7.pdf
Evening journal. [volume],players league,1914-10-24,https://chroniclingamerica.loc.gov/lccn/sn85042354/1914-10-24/ed-1/seq-9.pdf
The Cheyenne daily leader. [volume],players league,1890-06-14,https://chroniclingamerica.loc.gov/lccn/sn86072173/1890-06-14/ed-1/seq-4.pdf
The Milwaukee leader. [volume],players league,1914-10-29,https://chroniclingamerica.loc.gov/lccn/sn83045293/1914-10-29/ed-1/seq-10.pdf
El Paso herald.,players league,1911-03-11,https://chroniclingamerica.loc.gov/lccn/sn88084272/1911-03-11/ed-1/seq-18.pdf
Pittsburg dispatch. [volume],players league,1890-05-11,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-05-11/ed-1/seq-14.pdf
Pittsburg dispatch. [volume],players league,1889-12-15,https://chroniclingamerica.loc.gov/lccn/sn84024546/1889-12-15/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-10-15,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-10-15/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-04-22,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-04-22/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-01-17,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-01-17/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1891-01-04,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-01-04/ed-1/seq-6.pdf
The Tucumcari news and Tucumcari times. [volume],players league,1916-09-14,https://chroniclingamerica.loc.gov/lccn/sn93061711/1916-09-14/ed-1/seq-7.pdf
Tulsa daily world. [volume],players league,1915-01-03,https://chroniclingamerica.loc.gov/lccn/sn85042344/1915-01-03/ed-1/seq-26.pdf
The Evening standard. [volume],players league,1912-07-16,https://chroniclingamerica.loc.gov/lccn/sn85058397/1912-07-16/ed-1/seq-2.pdf
The West Virginian. [volume],players league,1922-08-26,https://chroniclingamerica.loc.gov/lccn/sn86072054/1922-08-26/ed-1/seq-10.pdf
Chicago eagle. [volume],players league,1916-08-19,https://chroniclingamerica.loc.gov/lccn/sn84025828/1916-08-19/ed-1/seq-11.pdf
The Richmond palladium and sun-telegram. [volume],players league,1915-03-10,https://chroniclingamerica.loc.gov/lccn/sn86058226/1915-03-10/ed-1/seq-6.pdf
El Paso herald.,players league,1918-10-10,https://chroniclingamerica.loc.gov/lccn/sn88084272/1918-10-10/ed-1/seq-10.pdf
The Bridgeport evening farmer. [volume],players league,1913-06-10,https://chroniclingamerica.loc.gov/lccn/sn84022472/1913-06-10/ed-1/seq-7.pdf
The Bridgeport evening farmer. [volume],players league,1914-04-14,https://chroniclingamerica.loc.gov/lccn/sn84022472/1914-04-14/ed-1/seq-6.pdf
The Washington times. [volume],players league,1915-01-07,https://chroniclingamerica.loc.gov/lccn/sn84026749/1915-01-07/ed-1/seq-10.pdf
Fergus County Democrat. [volume],players league,1914-10-15,https://chroniclingamerica.loc.gov/lccn/sn84036220/1914-10-15/ed-1/seq-10.pdf
Wichita eagle. [volume],players league,1889-12-08,https://chroniclingamerica.loc.gov/lccn/sn85032490/1889-12-08/ed-1/seq-11.pdf
Harrisburg telegraph. [volume],players league,1918-04-25,https://chroniclingamerica.loc.gov/lccn/sn85038411/1918-04-25/ed-1/seq-17.pdf
The Ogden standard. [volume],players league,1914-11-03,https://chroniclingamerica.loc.gov/lccn/sn85058396/1914-11-03/ed-1/seq-2.pdf
Aberdeen herald. [volume],players league,1893-07-06,https://chroniclingamerica.loc.gov/lccn/sn87093220/1893-07-06/ed-1/seq-1.pdf
Evening journal. [volume],players league,1916-06-10,https://chroniclingamerica.loc.gov/lccn/sn85042354/1916-06-10/ed-1/seq-10.pdf
The Detroit times. [volume],players league,1914-11-04,https://chroniclingamerica.loc.gov/lccn/sn83016689/1914-11-04/ed-1/seq-6.pdf
The Detroit times. [volume],players league,1915-02-01,https://chroniclingamerica.loc.gov/lccn/sn83016689/1915-02-01/ed-2/seq-6.pdf
The Detroit times. [volume],players league,1915-02-01,https://chroniclingamerica.loc.gov/lccn/sn83016689/1915-02-01/ed-1/seq-5.pdf
The Detroit times. [volume],players league,1910-01-17,https://chroniclingamerica.loc.gov/lccn/sn83016689/1910-01-17/ed-2/seq-6.pdf
The Indianapolis times. [volume],players league,1934-03-29,https://chroniclingamerica.loc.gov/lccn/sn82015313/1934-03-29/ed-1/seq-18.pdf
The daily monitor leader. [volume],players league,1943-05-20,https://chroniclingamerica.loc.gov/lccn/sn96077289/1943-05-20/ed-1/seq-14.pdf
The Elbert County tribune. [volume],players league,1902-12-25,https://chroniclingamerica.loc.gov/lccn/sn90051300/1902-12-25/ed-1/seq-3.pdf
Atlanta Georgian. [volume],players league,1912-08-21,https://chroniclingamerica.loc.gov/lccn/sn89053729/1912-08-21/ed-1/seq-10.pdf
The Richmond Virginian.,players league,1914-10-20,https://chroniclingamerica.loc.gov/lccn/sn90052005/1914-10-20/ed-1/seq-5.pdf
The New Haven union.,players league,1909-05-16,https://chroniclingamerica.loc.gov/lccn/sn92051126/1909-05-16/ed-1/seq-10.pdf
The Bridgeport times and evening farmer.,players league,1918-10-10,https://chroniclingamerica.loc.gov/lccn/sn92051227/1918-10-10/ed-1/seq-4.pdf
Pittsburg dispatch. [volume],players league,1890-12-28,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-12-28/ed-1/seq-16.pdf
Evening journal. [volume],players league,1914-04-18,https://chroniclingamerica.loc.gov/lccn/sn85042354/1914-04-18/ed-1/seq-12.pdf
Evening journal. [volume],players league,1914-07-30,https://chroniclingamerica.loc.gov/lccn/sn85042354/1914-07-30/ed-1/seq-10.pdf
Evening journal. [volume],players league,1914-11-23,https://chroniclingamerica.loc.gov/lccn/sn85042354/1914-11-23/ed-1/seq-10.pdf
Morning journal and courier. [volume],players league,1890-09-11,https://chroniclingamerica.loc.gov/lccn/sn82015483/1890-09-11/ed-1/seq-2.pdf
The Salt Lake herald. [volume],players league,1891-01-24,https://chroniclingamerica.loc.gov/lccn/sn85058130/1891-01-24/ed-1/seq-7.pdf
Pittsburg dispatch. [volume],players league,1890-09-15,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-09-15/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1890-02-14,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-02-14/ed-1/seq-6.pdf
The morning news. [volume],players league,1891-01-17,https://chroniclingamerica.loc.gov/lccn/sn86063034/1891-01-17/ed-1/seq-1.pdf
The Indianapolis journal. [volume],players league,1890-05-12,https://chroniclingamerica.loc.gov/lccn/sn82015679/1890-05-12/ed-1/seq-2.pdf
The Indianapolis journal. [volume],players league,1891-01-17,https://chroniclingamerica.loc.gov/lccn/sn82015679/1891-01-17/ed-1/seq-5.pdf
Sacramento daily record-union. [volume],players league,1890-05-24,https://chroniclingamerica.loc.gov/lccn/sn82014381/1890-05-24/ed-1/seq-1.pdf
The evening world. [volume],players league,1890-09-13,https://chroniclingamerica.loc.gov/lccn/sn83030193/1890-09-13/ed-4/seq-1.pdf
The Salt Lake herald. [volume],players league,1890-05-24,https://chroniclingamerica.loc.gov/lccn/sn85058130/1890-05-24/ed-1/seq-1.pdf
Lancaster daily intelligencer. [volume],players league,1890-01-18,https://chroniclingamerica.loc.gov/lccn/sn83032300/1890-01-18/ed-1/seq-3.pdf
Kansas City journal. [volume],players league,1898-08-30,https://chroniclingamerica.loc.gov/lccn/sn86063615/1898-08-30/ed-1/seq-5.pdf
Pittsburg dispatch. [volume],players league,1890-05-18,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-05-18/ed-1/seq-14.pdf
Pittsburg dispatch. [volume],players league,1890-09-08,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-09-08/ed-1/seq-6.pdf
Pittsburg dispatch. [volume],players league,1891-01-03,https://chroniclingamerica.loc.gov/lccn/sn84024546/1891-01-03/ed-1/seq-6.pdf
The Topeka state journal. [volume],players league,1903-09-29,https://chroniclingamerica.loc.gov/lccn/sn82016014/1903-09-29/ed-1/seq-2.pdf
The Richmond palladium and sun-telegram. [volume],players league,1908-03-08,https://chroniclingamerica.loc.gov/lccn/sn86058226/1908-03-08/ed-1/seq-2.pdf
The Bridgeport evening farmer. [volume],players league,1917-05-08,https://chroniclingamerica.loc.gov/lccn/sn84022472/1917-05-08/ed-1/seq-9.pdf
East Oregonian : E.O.,players league,1912-05-25,https://chroniclingamerica.loc.gov/lccn/sn88086023/1912-05-25/ed-1/seq-6.pdf
Tulsa daily world. [volume],players league,1918-06-08,https://chroniclingamerica.loc.gov/lccn/sn85042344/1918-06-08/ed-1/seq-8.pdf
East Oregonian : E.O.,players league,1915-10-01,https://chroniclingamerica.loc.gov/lccn/sn88086023/1915-10-01/ed-1/seq-7.pdf
The Pacific commercial advertiser. [volume],players league,1890-05-10,https://chroniclingamerica.loc.gov/lccn/sn85047084/1890-05-10/ed-1/seq-1.pdf
The Bridgeport evening farmer. [volume],players league,1916-10-09,https://chroniclingamerica.loc.gov/lccn/sn84022472/1916-10-09/ed-1/seq-5.pdf
Pittsburg dispatch. [volume],players league,1890-06-01,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-06-01/ed-1/seq-14.pdf
Pittsburg dispatch. [volume],players league,1890-04-13,https://chroniclingamerica.loc.gov/lccn/sn84024546/1890-04-13/ed-1/seq-7.pdf
The Topeka state journal. [volume],players league,1914-08-07,https://chroniclingamerica.loc.gov/lccn/sn82016014/1914-08-07/ed-1/seq-3.pdf
The Bridgeport times and evening farmer.,players league,1921-11-04,https://chroniclingamerica.loc.gov/lccn/sn92051227/1921-11-04/ed-1/seq-21.pdf
The Forrest City times. [volume],players league,1894-05-18,https://chroniclingamerica.loc.gov/lccn/sn84022960/1894-05-18/ed-1/seq-8.pdf
The Key West citizen. [volume],players league,1938-08-11,https://chroniclingamerica.loc.gov/lccn/sn83016244/1938-08-11/ed-1/seq-3.pdf
The Fargo forum and daily republican. [volume],players league,1913-10-14,https://chroniclingamerica.loc.gov/lccn/sn85042224/1913-10-14/ed-1/seq-3.pdf
Pine Bluff daily graphic.,players league,1917-08-16,https://chroniclingamerica.loc.gov/lccn/sn89051168/1917-08-16/ed-1/seq-6.pdf
The Daily Alaska empire. [volume],players league,1932-05-07,https://chroniclingamerica.loc.gov/lccn/sn83045499/1932-05-07/ed-1/seq-8.pdf
The Washington times. [volume],players league,1938-12-01,https://chroniclingamerica.loc.gov/lccn/sn84026749/1938-12-01/ed-1/seq-34.pdf
The Laramie Republican.,players league,1915-02-23,https://chroniclingamerica.loc.gov/lccn/sn92066979/1915-02-23/ed-1/seq-7.pdf
